adjudication_row,component,requirement,root_box_id,record_id,freeze_route_kind,freeze_route_status,has_witness_or_source_seed,min_surplus,numeric_clearance_ok,route_status_ok,adjudication_status,adjudication_pass,failure_reason,proof_boundary
63,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00013253,WU073-00074,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
64,DIRECTED,directed_witness_record_adjudication_required,D060-00014319,A062-D060-00014319.v073rho0,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
65,DIRECTED,directed_witness_record_adjudication_required,D060-00014319,A062-D060-00014319.v073rho1,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
66,DIRECTED,directed_witness_record_adjudication_required,D060-00002896,A062-D060-00002896.v073rho0,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
67,DIRECTED,directed_witness_record_adjudication_required,D060-00002896,A062-D060-00002896.v073rho1,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
68,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00012861,WU073-00084,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
69,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00006010,WU073-00081,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
70,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003945,WU073-00113,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
71,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008361,WU073-00125,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
72,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00010810,WU073-00101,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
73,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00010852,WU073-00076,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
74,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00011146,WU073-00107,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
75,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003259,WU073-00117,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
76,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015262,WU073-00134,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
77,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001250,WU073-00062,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
78,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001487,WU073-00086,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
79,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00005660,WU073-00114,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
80,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00012855,WU073-00129,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
81,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00013197,WU073-00069,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
82,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00013547,WU073-00135,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
83,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008795,WU073-00059,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
84,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015942,WU073-00073,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
85,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001194,WU073-00120,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
86,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00011153,WU073-00154,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
87,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00013499,WU073-00130,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
88,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015654,WU073-00122,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
89,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001544,WU073-00131,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
90,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003545,WU073-00108,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
91,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003595,WU073-00146,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
92,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008109,WU073-00083,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
93,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00011105,WU073-00124,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
94,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015207,WU073-00123,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
95,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003308,WU073-00138,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
96,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00006346,WU073-00118,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
97,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00006395,WU073-00140,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
98,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00010754,WU073-00156,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
99,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00013155,WU073-00155,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
100,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015214,WU073-00136,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
101,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015255,WU073-00145,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
102,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001494,WU073-00141,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
103,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003209,WU073-00144,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
104,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003888,WU073-00152,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
105,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00003937,WU073-00159,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
106,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00005617,WU073-00147,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
107,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008402,WU073-00151,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
108,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008704,WU073-00148,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
109,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00008745,WU073-00158,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
110,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00010460,WU073-00149,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
111,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00010509,WU073-00157,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
112,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00012806,WU073-00137,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
113,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00012854,WU073-00153,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
114,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015550,WU073-00887,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
115,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00015550,WU073-00887,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
116,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001144,WU073-00896,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
117,DIRECTED,source_reconstruction_or_witness_adjudication_required,D060-00001144,WU073-00896,directed_source_reconstruction_or_witness_fallback_record_freeze_candidate,frozen_source_reconstruction_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
